University,Abbreviation,Department,Course title,Unit,Professor,Objective,Prerequisite,Required Skills,Outcome,References,Scores,Description,Projects,University Homepage,Course Homepage,Professor Homepage
University of Groningen,RUG,Science and Engineering,Algebraic Structures,,prof. dr. C. Salgado Guimarães da Silva,,The course unit assumes prior knowledge acquired from Group Theory and Linear Algebra 1 and 2.,,"(a) This course unit aims to provide students with knowledge and understanding of the abstract notions ‘ring’ and ‘field’. The student is able to recognize, analyse, and calculate with examples.(b) The second aim is for students to acquire skills in reproducing and designing proofs relevant in this theory.",,,"The course introduces rings, ideals and homomorphisms, plus field theory (finite fields, extensions, automorphisms). These are the underlying structures used in e.g., number theory and the theory of polynomials.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/fwn/vak/show?code=WBMA039-05,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=22255
University of Groningen,RUG,,,,,,,,,,,,,https://www.rug.nl/ocasys/rug/main,,
University of Groningen,RUG,Science and Engineering,Algemene Farmacotherapie,,"prof. dr. F.G.A. Jansman
             dr. C.C.M. Schuiling-Veninga
              R. Tarasse  MSc.
             prof. dr. K. Taxis
             prof. dr. E.N. van Roon
             drs. E.C. Weening",,,,"Aan het einde van deze cursus kan een student 1. Op basis van klinisch redeneren weloverwogen farmacotherapeutische keuzes te maken en te beargumenteren - met gebruikmaking van medisch jargon- wat betreft farmacotherapie in de eerste lijn2. eerstelijns farmacotherapie kennen qua werkingsmechanisme, indicatie, bijwerkingen en bijzonderheden, en dit in samenhang kunnen beoordelen.",,,"In deze cursus komt de volgende kerncompetentie aan bod (raamplan farmacie 2016):Farmaceutische deskundigheid- eerste lijns farmacotherapie kennen qua werkingsmechanisme, indicatie, bijwerkingen en bijzonderheden, en dit in samenhang kunnen beoordelen.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/fwn/vak/show?code=WMFA008-11,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=2547
University of Groningen,RUG,,,,,,,,,,,,,https://www.rug.nl/ocasys/rug/main,,
University of Groningen,RUG,Rechtsgeleerdheid,Algemene Rechtswetenschap 1,,"mr. C.E. Huls
             mr. L. Jensma
             mr. dr. B. Roorda
             dr. mr. P.G. Tassenaar
             mr. A.J. Wierenga
             mr. R.C. Wind",,"Dit vak is alleen toegankelijk voor studenten die staan ingeschreven voor de bachelor Rechtsgeleerdheid of pre-master studenten op voorwaarde dat het vak onderdeel uitmaakt van het pre-master programma.Studenten die voor 1/9/2018 zijn begonnen met de opleiding en die of Algemene Rechtswetenschap 1 (of een onderdeel ervan) en/of Algemene Rechtswetenschap 2 niet hebben behaald, worden verwezen naar de overgangsregeling (zie Kennisbank Rechten).",,"Na afloop van ARW 1 heeft de student kennis van en inzicht in het privaatrecht en staatsrecht als onderdelen van een coherent, consistent en hiërarchisch systeem, onder te verdelen in materieel en formeel publiek- en privaatrecht. De student is in staat:• de juridische basisbegrippen te herkennen en beschrijven; • de juridische basisbegrippen te hanteren;   • een casus te plaatsen in het juiste (deel)rechtsgebied en de relevante rechtsvraag te destilleren;• een privaatrechtelijke casus op te lossen op elementair wetenschappelijk niveau met behulp van een analyse van wetgeving en rechtspraak.",,,"Dit vak bestaat uit twee onderdelen: Rechtsvorming en Rechtsvinding. In het onderdeel Rechtsvorming gaat de aandacht vooral uit naar de algemene systematiek van het geldende recht, de indelingen van het recht, de verbanden tussen de verschillende rechtsgebieden, de organisatie van de rechtspraak en de in het recht gehanteerde begrippen en basistheorieën. In relatie tot het staats- en burgerlijk recht wordt het niet nagelaten om waar mogelijk dwarsverbanden te leggen met het bestuursrecht, strafrecht, bedrijfsrecht, internationaal en Europees recht. Waar mogelijk wordt stilgestaan bij actuele juridische ontwikkelingen.In het onderdeel Rechtsvinding vormen de rechtspraak, het proces van rechtsvinding en de gehanteerde methoden van uitleg van de wet het middelpunt van de belangstelling. De hiervoor vereiste vaardigheden als het hanteren van de wet en het analyseren van juridische teksten worden geoefend.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/rechten/vak/show?code=RGPAR00310,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=12234
University of Groningen,RUG,Rechtsgeleerdheid,Algemene Rechtswetenschap 2,,"mr. C.E. Huls
             mr. dr. B. Roorda
             mr. N.U. Smit
             dr. mr. P.G. Tassenaar
             mr. dr. L.D. van Kleef-Ruigrok
             mr. J.H.S. van Tongeren
             mr. R.C. Wind",,"Dit vak is alleen toegankelijk voor studenten die staan ingeschreven voor de bachelor Rechtsgeleerdheid of pre-master studenten op voorwaarde dat het vak onderdeel uitmaakt van het pre-master programma.Studenten die voor 1/9/2018 zijn begonnen met de opleiding en die of Algemene Rechtswetenschap 1 (of een onderdeel ervan) en/of Algemene Rechtswetenschap 2 niet hebben behaald, worden verwezen naar de overgangsregeling (zie Kennisbank Rechten).",,"Na afloop van ARW 2 heeft de student kennis van en inzicht in alle grote rechtsgebieden (staatsrecht, privaatrecht, bestuursrecht, strafrecht en internationaal recht) als onderdelen van een coherent, consistent en hiërarchisch systeem onder te verdelen in materieel en formeel publiek- en privaatrecht.De student is in staat:• de juridische basisbegrippen te herkennen en beschrijven; • de juridische basisbegrippen te hanteren; • een casus te plaatsen in het juiste (deel)rechtsgebied en de relevante rechtsvraag te destilleren;• een publiekrechtelijke casus op te lossen op elementair wetenschappelijk niveau met behulp van een analyse van wetgeving en rechtspraak.",,,"Dit vak bestaat uit drie onderdelen: Rechtsvorming, Rechtsvinding en Informatietechnologie voor Juristen(ITJ). In het onderdeel Rechtsvorming gaat de aandacht vooral uit naar de algemene systematiek van het geldende recht, de indelingen van het recht, de verbanden tussen de verschillende rechtsgebieden, de organisatie van de rechtspraak en de in het recht gehanteerde begrippen en basistheorieën. In relatie tot het staats- en burgerlijk recht wordt het niet nagelaten om waar mogelijk dwarsverbanden te leggen met het bestuursrecht, strafrecht, bedrijfsrecht, internationaal en Europees recht. Waar mogelijk wordt stilgestaan bij actuele juridische ontwikkelingen.In het onderdeel Rechtsvinding vormen de rechtspraak, het proces van rechtsvinding en de gehanteerde methoden van uitleg van de wet het middelpunt van de belangstelling. De hiervoor vereiste vaardigheden als het hanteren van de wet en het analyseren van juridische teksten worden geoefend.Het vak ARW 2 bouwt voort op ARW 1. De stof van ARW 1 behoort ook tot de stof van ARW 2.Meer informatie over het onderdeel ITJ vindt u op Ocasys onder ""Algemene rechtswetenschap 2 ITJ"".NB Voor het toekennen van de studiepunten – 10 ECTS – dient zowel het tentamen ARW2 (Rechtsvorming en Rechtsvinding) als het practicum ITJ met goed gevolg te zijn afgesloten. De onderdelen worden verzorgd door de vakgroep Algemene rechtswetenschap en rechtsgeschiedenis, sectie ARW.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/rechten/vak/show?code=RGPAR410AD,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=12234
University of Groningen,RUG,Rechtsgeleerdheid,Algemene Rechtswetenschap 2 - ITJ,,mr. L. Jensma,,"Dit vak is alleen toegankelijk voor studenten die staan ingeschreven voor de bachelor Rechtsgeleerdheid, Colloquium Doctum studenten of pre-master studenten op voorwaarde dat het vak onderdeel uitmaakt van het pre-master programma.",,"Het practicum Informatie en Technologie voor Juristen (ITJ) heeft twee leerdoelen:Beheersing van de voor de juridische discipline relevante informatie- en communicatietechnologie.Het vermogen de voor de oplossing van een juridisch vraagstuk relevante wetgeving, jurisprudentie en literatuur te verzamelen, deze te beoordelen en toe te passen.Na afronding van dit vak kunt u demonstreren dat u over de vaardigheden beschikt om juridische informatie te zoeken en te verwerken.",,,"Tijdens de studie en in de juridische praktijk is het kunnen gebruiken van de juridische ICT-ondersteuning, het vinden van juridische bronnen, en het verantwoorden van die bronnen een onmisbare vaardigheid. In het practicum wordt een overzicht gegeven van door juristen gebruikte informatie- en kennissystemen en de betekenis daarvan voor de efficientie en kwaliteit van het juridisch werk. In het practicum wordt aandacht besteed aan het zoeken van juridische informatie met behulp van Google, juridische databanken, de bibliotheekcatalogus en in de juridische bibliotheek. Ook wordt aandacht besteed aan juridische verslaglegging, de beoordeling van de kwaliteit van de gebruikte bronnen, en het beheersen van een juridische schrijfconventie.Toetsing van de vaardigheden wordt gedaan gedurende de practicumbijeenkomsten.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/rechten/vak/show?code=RGPAR410BD,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=11351
University of Groningen,RUG,Letteren,Algorithmic Culture,,dr. P.H. Smit,,This is a theory course for students enrolled in the Master's track Datafication and Digital Literacy.,,"After this course, students will be able to:Identify key processes in the curation of culture (by computational processes) (1a2, 1c2, 2a) Develop knowledge about the main debates and histories of algorithms and reflect on the importance and understanding of algorithms. (1a2, 1b)Assess the working protocols and routines of algorithmic production and the critiques of this approach in written academic form. (1a2, 1b, 2a)Explain how users and developers co-produce algorithms in written academic form.(1a2, 2a, 5a)Assess the (non)creative and productive power of algorithms.(1a2, 5aArgue in written form both for an academic and popular audience why it matters to study algorithms and the way culture is organized and produced. (1a2, 2a, 3a2, 4a, 5a, 5c",,,"The increasing use of automated, “algorithmic”, systems to produce, consume, curate, mediate, store, and sell culture signals a pivotal transformation in the organization and production of everyday life. By surveying contemporary research that considers the implications of computational processes that treat culture as data, this course enters into contentious debates that will shape the way we understand and produce culture.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/let/vak/show?code=LJX079M05,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=7448
University of Groningen,RUG,Science and Engineering,Algorithms and Data Structures (AI),,dr. H.A. de Weerd,,Mandatory: No prior knowledge is assumed.Advised: Students are expected to have sufficient knowledge of the Imperative Programming for AI (WBCS17002) course.,,"PLEASE NOTE that the goals and content of this course may  change, due to change of the course coordinator.At the end of this course, the student is able to:- implement common algorithms and data structures in imperative programming languages.- solve simple computational problems by independently choosing suitable algorithms and data structures.- estimate the efficiency of algorithms and implementations.- read and write algorithms in pseudocode.- document their own code and give arguments for design choices.- test their own programs using automated methods.",,,"This course builds on the course Imperative Programming. We will cover fundamental data structures and algorithms from three areas: linear structures (stacks, queues, linked lists), trees and graphs. For each structure we will see its definition, an implementation and applications. Further attention will be paid to 'good programming', i.e. the design of correct, efficient and understandable programs and their documentation.Besides lectures there will be tutorials with theoretical exercises and lab sessions where you will develop your own programs.The main programming language used in this course is C.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/fwn/vak/show?code=WBAI018-05,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=2245
University of Groningen,RUG,Science and Engineering,Algorithms and Data Structures in C (for CS),,dr. S.D. Frey,,The course unit assumes prior knowledge acquired from the course unit Imperative Programming.,,"At the end of the course, the student is able to:1) demonstrate knowledge of several fundamental algorithms and data structures.2) write efficient programs in C for the algorithms and data structures mentioned in Learning objective 1.3) describe algorithms in pseudocode.4) solve problems, using the algorithms and data structures mentioned in Learning objective 1.5) report in writing about assignments involving the abilities mentioned in Learning objectives 2 and 4.",,,"This course builds on the course Imperative Programming. In the lectures, the emphasis is on fundamental data structures (e.g. stacks, queues, linked lists, trees, graphs) and on algorithms working on these data structures. During the tutorials, the students develop algorithms and programs. The practicals are devoted to assignments that are related to the subjects treated in the lectures and the tutorials. Attention will be paid to 'good programming', i.e. the design of correct, efficient and understandable programs and their documentation.The programming language used in this course is C.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/fwn/vak/show?code=WBCS018-05,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=21235
University of Groningen,RUG,Campus Fryslân,Alliances,,"H.L.A. Dawo  MSc.
             prof. dr. G. de Jong
             dr. J.B.M. de Jong",,"Before being allowed to take this course, the courses Foundations and Leadership  must be completed",,"Upon the successful completion of this course, students will be able to:(1)	Recognize and analyse research problems and questions of alliances in relationship to sustainable entrepreneurship (2)	Reproduce and apply dominant concepts and theories of alliances in relation to sustainable entrepreneurship (3)	Critically reflect on and discuss research methods of alliances in relationship to sustainable entrepreneurship(4)	Identify and reflect on personal leadership traits(5)	Translate and discuss personal leadership traits into an individual sustainable collaboration portfolio (6)	Propose and present an individual portfolio of sustainable collaboration(7)	Communicate one's authentic collaboration leadership portfolio orally and in writing to peers and experts in the field(8)	Successfully manage one's individual leadership performance(9)	Show leadership behavior and thinking aligning with a collaborative mind-set",,,"The second important step in implementing the design of a sustainable enterprise concerns collaboration of the focal organization with its external partners and stakeholders. Sustainable enterprises are, to a significant extent, open systems for which high-trust connections to partners within and outside the value chains are of the utmost importance. The academic component of this course offers an in-depth overview of the theories of successful alliance management, including partner selection, alliance management and alliance termination. The leadership lab of this course reviews personality traits relevant to sustainable collaboration. Students will write an essay exam and deliver and present a collaboration leadership portf",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/cf/vak/show?code=CFM005A05,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=20175
University of Groningen,RUG,,,,,,,,,,,,,https://www.rug.nl/ocasys/rug/main,,
University of Groningen,RUG,Gedrags- en MaatschappijWetenschappen,Arbeid en levensloop,,dr. R.J.J. Wielers,,,,De student verwerft inzicht in de stand van het wetenschappelijk onderzoek naar de wijze waarop Nederlanders levensloop en arbeid op elkaar afstemmen. Na afloop van de cursus is de student inhoudelijk voorbereid op het zelf verrichten van wetenschappelijk onderzoek naar de ontwikkeling van het arbeidsaanbod en de arbeidsmarkt in Nederland.,,,"Het arbeidsaanbod van Nederlanders verschilt sterk naar levensfase. Afhankelijk van de levensfase hebben mensen verschillende behoeften wat betreft hun arbeidsparticipatie. In de cursus staat de rol die betaalde arbeid in verschillende levensfasen centraal. Na een inleidend college over de overgang van het ‘traditionele’ naar het ‘flexibele’ model volgen colleges waarin de vormgeving van het arbeidsaanbod in verschillende levensfasen centraal staat: jongeren, vrouwen met gezinsverantwoordelijkheid, mannen met gezinsverantwoordelijkheid, ouderen. In de laatste twee colleges verschuift de focus naar de vergelijking met andere landen: de rol van de Nederlandse verzorgingsstaat en de vraag in hoeverre het Nederlandse beleid verschilt van dat in andere landen.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/gmw/vak/show?code=SOMA20,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=979
University of Groningen,RUG,Rechtsgeleerdheid,Alternatieve Geschilbeslechting,,"mr. P. Koerts
             prof. mr. dr. A.T. Marseille
             mr. dr. L.J.J. Peters",,Dit vak is als keuzevak alleen toegankelijk voor studenten met een afgeronde juridische WO-propedeuse en voor studenten die zijn toegelaten tot een masteropleiding van de Faculteit Rechtsgeleerdheid. Indien dit vak als keuzevak wordt afgerond tijdens de bacheloropleiding dan kunnen de studiepunten niet meetellen voor een masteropleiding.,,"Nadat u dit vak heeft afgerond, bent u vertrouwd met de meest voorkomende alternatieven voor geschilbeslechting door de overheidsrechter: mediation, arbitrage en bindend advies. U heeft enige kennis van sociaalwetenschappelijke inzichten over strategieën van conflicthantering, u kunt beoordelen in hoeverre voor het beslechten van bepaald soort conflicten de gang naar de rechter of juist gebruikmaking van een van de alternatieven de aangewezen weg is, u heeft zicht op de verschillen tussen het bestuursrecht, het privaatrecht en het strafrecht voor wat betreft de mogelijkheden geschillen op een alternatieve wijze te beslechten en u heeft inzicht in de voor- en nadelen van de verschillende alternatieven. Tot slot bent u in staat kritisch te reflecteren op literatuur waarin de werking van een van de methoden van alternatieve geschilbeslechting wordt geanalyseerd.",,,"Rechtspraak is onmisbaar voor het oplossen van conflicten. Maar rechtspraak is kostbaar, tijdrovend, en gericht op het juridische gelijk in plaats van op het bereiken van overeenstemming. Iedere zichzelf respecterende jurist moet zou derhalve in staat moeten zijn de methode van geschilbeslechting zoals die in de rechtspraak wordt gehanteerd, te vergelijken met alternatieven. Deze alternatieven voor de gang naar de rechter, met name mediation, staan in dit vak centraal. Wanneer verdient de rechter de voorkeur, wanneer een van de alternatieven? Maakt het uit of het gaat om een bestuursrechtelijk, civielrechtelijk of strafrechtelijk geschil? Wat zijn de juridische haken en ogen aan alternatiever manieren van geschilbeslechting? Hoe werkt mediation in de praktijk? In het vak wordt tijdens de hoorcolleges aandacht bestreed aan de relevante literatuur en komen de mogelijkheden van het gebruikmaken van de alternatieven in de verschillende rechtsgebieden aan bod. Daarnaast wordt ingegaan op zowel de meer juridische als de meer praktische aspecten van mediation. Het vak wordt afgesloten met zowel een tentamen als met het presenteren en schrijven van een boekbespreking, waarin kritisch wordt gereflecteerd op onderzoek betreffende een methode van alternatieve geschilbeslechting.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/rechten/vak/show?code=RGABE90106,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=11821
University of Groningen,RUG,Honours College,Alumni Podcast. Develop a concept for an alumni podcast that connects alumni with their alma mater.,,P. Poppendick  MSc.,,Only available for students who have been accepted into the MA Honours College Programme.,,a) Understanding the concept of Alumni Engagementb) Intercultural Skillsc) Cooperating with professionalsd) Project Managemente) Launch a podcast for a large educational institution,,,"University of Groningen AlumniDid you know that the alumni network offers a variety of ways to expand your professional network? Students, graduates, and staff from the university have the opportunity to connect with alumni from all walks of life. This synergistic and mutual connection can lead to internships for students, valuable career opportunities for alumni, partnerships, and support for research and education. Being able to network via regular in-person events or virtual platforms makes it easier to form and maintain our valuable connections. To stay connected, the Alumni Office developed a range of programs to engage with alumni around the world. In the past year we introduced online events. We would also like to add a series of podcasts with alumni to our repertoire. For this Leadership Lab, the focus will be on introducing Alumni abroad who can share an inspiring story about their career, their connection with their university, and their life abroad. Alumni Engagement during the pandemicThe current pandemic opened completely new effective ways of staying in touch with our alumni online. During the last months we introduced new initiatives to connect with alumni and connect them with fellow alumni and students. You may think about initiatives like online webinars, interactive brainstorms, and career sessions for students. Our existing alumni communities in the Netherlands and abroad were the starting points for such activities. For the success of each activity the existing relationship was the main succesfactor.  Expectation    Within a small team of fellow Honours College Students you will develop the first podcast for the Alumni Office of the University of Groningen.  In the first phase of the assignment we will discuss the concept of Alumni Engagement and current alumni activities. Second, you will research podcast examples of universities, companies, and your favorite podcast. Third, you will design a podcast concept for alumni. Fourth, you will present the design to the Alumni Office. Fifth, together we will select alumni to invite for the first sessions. Sixth, you will make 3 podcasts. Finally, you and your team will present the podcast.The activities you will do:- First Meeting: introduction of the project - Research popular podcasts- Design an alumni podcast- Present the design to the Alumni Office- Record your own podcasts- Present the podcastLeadership skills that will be practiced, e.g.:-effective communication-operating interdisciplinary-how to use your network-to practice listening skills-to practice verbal skills-to motivate people-to cooperate with people-to organize-intercultural communicationNot required but preferable: -Active online-Own podcast serie-Creative",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/honours/vak/show?code=HCMLL07104,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=21641
University of Groningen,RUG,Letteren,An Encyclopedia of Typologies,,"dr. B.T. Mager
             prof. dr. C. Wagenaar",,,,"This course deals with some primary functional categories in architecture such as churches, museums, offices, railway stations, hospitals and prisons. Each function answers to specific functional programs that revolve around zoning and internal traffic structure as basics of efficiency. At the same time, these functional aspects are expressed in a more metaphorical way and it is at this point that style and aesthetics come into play, also in relation to the urban context and as a reflection of social values. In the course we study the conditions under which ‘hard’ functional logistics are interwoven with ‘soft’ aesthetics and the demands of representation.",,,,,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/let/vak/show?code=LKA039M05,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=20796
University of Groningen,RUG,Letteren,Analysing Data,,T. Caselli  PhD.,,Coding for Humanties (LHU002M05)Database Design (LHU010M05),,"Students who successfully complete this course unit will be competent in (the codes of the matrixlearning outcomes are in brackets):analysing data for a typical digital humanities research question (1.1);including analytics based on descriptive statistics (2.1, 2.2);including analytics based on inferential statistics (2.1, 2.2);setting up simple machine learning tasks (1.3, 2.1, 2.2, 2.4);presenting their data analysis in writing and speaking (4.1).",,,"This is an introductory course on analysing and extending annotated data about objects or people.This is the second course in the data processing learning pathway, and it teaches the student howto test hypotheses, and to develop and evaluate basic machine learning methods.The aim of analyzing data is to reveal relationships, patterns, and trends. This can be done usingstatistical techniques that can tell us what relationships seem to exist among certain variables, butalso to what level you can trust the answers we are getting. It often involves comparing informationwith a control group or with a baseline system.In this course we will mainly be concerned with quantitative data — data that can be translatedinto numbers. Various datasets stemming from different humanities disciplines will be covered.Datasets will be drawn from social media and other sources.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/let/vak/show?code=LHU001M05,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=12323
University of Groningen,RUG,Letteren,Analysing Media Production and Use,,"A.D. Brouwers  MA.
              N. Fridzema  MA.
             dr. J.A.C. Swart
              A. Valinciute  PhD.
              R.L. van der Merwe  PhD.",,Access to year 2 of the bachelor’s degree programme of Media Studies.This course is available for exhange students with a university background in Media Studies with adequate English language skills.,,"After completion of the course unit the student is able to:- define the basic techniques for human subject research and analysis based on the assigned literature and seminars; (1f)- outline the different aspects of conducting research into media production and media consumption (design, sampling, data collection, data analysis) based on the assigned literature and seminars; (1f)- name the key characteristics of survey and interview research for analysing media production and consumption; (5a)- describe the strong and weak points of the two respective methods for conducting media production and audience research; (2d)- design and conduct a limited survey and interview research into media use and/or production; (2a, 2b, 3a, 3d)- present the results of their research in a clear research report, policy document or executive summary. (4a, 5a)",,,"Building on Analysing Media Texts, which focuses upon media content, this methodological course unit introduces methods of data collection and analysis to investigate the two other key pillars of media studies research: media production and media consumption. Whereas Analysing Media Texts taught students content analysis and discourse analysis, this course adds surveys and interviews to students’ methodological toolbox as two methods for doing human subject research.The course begins with an overview of what it means to do human subject research, including how to ask focused and feasible research questions, dealing with research ethics, reflexivity of your role as a researcher, and sampling participants.    From there, students will get hands-on experience with doing media research in the areas of media production and consumption. The two main methodologies practiced are surveys and interviews. Each of these is introduced gradually. Students will be taught to tailor these methods depending on their research question and to apply them with hands-on examples.In order to achieve this, the course will consist of (bi-)weekly lectures and weekly (supervised) method labs, where students will have a chance to practice the methods with the aim of completing small-scale group research assignments.  The labs not only provide an opportunity for students to practice each method, but also provide tutoring to assist in completing the assignments.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/let/vak/show?code=LJX017B05,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=15013
University of Groningen,RUG,Letteren,Analysing Media Texts,,"S. Banjac  PhD.
             dr. L. Brummer
              C. Dagoula  PhD.
              N. Fridzema  MA.
              R.J. Stupart  PhD.
              A. Valinciute  PhD.",,Access to year 2 of the bachelor’s degree programme of Media Studies.Available for exhange students with a university background in Media Studies with adequate English language skills. This course cannot be combined with MJC VI: Media Analysis.,,"Upon successful completion of the course unit, students are able to:- describe the distinct philosophies, including strengths and weaknesses, underpinning quantitative and qualitative research traditions and designs (1f); - describe the different aspects of conducting a media text analysis (design, sampling, data selection and collection, data analysis) based on the assigned literature and seminars (2a); - name the key characteristics of quantitative content analysis and discourse analysis based on the assigned literature and seminars (2b);- present the results of a research project in a clear and coherent research report (2d);- design and conduct a limited discourse analysis and quantitative content analysis of media texts (3a);- describe the strong and weak points of the respective methods for media research based on the assigned literature and seminars (3d);- have the skills to interact respectfully and constructively with others, share and discuss academic knowledge, and work towards attaining common goals (4c)",,,"This course unit, together with Analysing Media Production and Use, introduces methodologies to empirically study media production and use. In the present course, the focus is on methods of data collection and analysis to examine media texts. The course unit begins with an introduction to the nature and process of academic social research, and the distinct philosophies underpinning quantitative and qualitative research traditions and designs. After these foundations are set, students are introduced to a first, qualitative, methodology to collect and analyse textual data in media: discourse analysis. Next, the course moves on to a second methodology for studying media texts, quantitative content analysis. The course will consist of theory seminars followed by (supervised) practice seminars where students will have a chance to practice the methods with the aim of completing small-scale group research assignments. The practice seminars not only provide an opportunity for students to practice each method, but also provide students with tutoring to assist in completing the assignments.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/let/vak/show?code=LJX018B05,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=19315
University of Groningen,RUG,Science and Engineering,Analysis,,dr. A.E. Sterk,,The course unit assumes prior knowledge acquired from Calculus 1,,"At the end of the course, the student is able to:1. reproduce basic concepts and constructs from the theory of real numbers such as the axiom of completeness, density of the set of rational numbers, and Cantor’s diagonalization method; rigorously formulate logical statements with quantifiers such as ‘for all’ and ‘there', and formulate their negations.2. review and reproduce the basic concepts and theorems of the theory of sequences and series, give formal and rigorous mathematical proofs for various consequences of this theory, and construct counterexamples for non-valid statements. 3. reproduce basic concepts and theorems from the topological theory of the set of real numbers, using notions like ‘open’, ‘closed’, ‘dense’, ‘compact’, and ‘connected’; apply this theory to examples, and formally verify such properties in examples; rigorously prove simple corollaries of this theory, or produce counterexamples for non-valid statements.4. reproduce the basic theory of continuity and differentiability of functions of one variable, including the extreme value, intermediate value and mean value theorems; give formal ‘epsilon-delta’ proofs of consequences of this theory, and to apply this theory to examples.5. reproduce the formal reasoning and theorems of the theory of sequences and series of functions, and apply this theory to examples.6. reproduce the basic theory of Riemann integrals, and apply this to examples.",,,"This course provides the fundamental mathematical underpinning of many concepts and techniques as treated in the courses Calculus 1 and 2. Contrary to the courses Calculus 1 and 2, which focus on the computational skills and the applicability to natural and engineering sciences and beyond, the course on Analysis treats the underlying mathematical fundaments and their full proofs. In particular, the course provides an introduction to the theory of the real numbers, with concepts like ‘infimum’, ‘supremum’, ‘complete‘ness, ‘and (un)countable, ‘open’, ‘closed’, ‘dense’,‘ compact’, and ‘connected’ sets. Furthermore, the course recalls and further formalizes the concepts of ‘limit’s of sequences and series, including the Cauchy criterion, and ‘continuity’ and ‘differentiability’ of functions of a single variable.One of the main aims of the course is to provide a sound introduction and training to writing mathematical proofs, including the so-called ‘epsilon-delta’ reasoning, or otherwise the ability to construct counterexamples. Classical theorems such as the ‘intermediate-value theorem’ and the ‘mean-value theorem’ are formulated and proved in full detail. Uniform convergence of sequences of functions, as well as continuity and differentiability of the limit function, is treated in detail. This is applied to power and Taylor series in much more mathematical rigor than in the calculus courses. The course finally provides the basic theory of Riemann integrals, which culminates in the ‘fundamental theorem of calculus’.",,https://www.rug.nl/ocasys/rug/main,http://www.rug.nl/ocasys/fwn/vak/show?code=WBMA012-05,https://www.rug.nl/ocasys/rug/vak/viewtutor?tutor=2841
